title,genre,year,vote_count,vote_average,popularity
Commandments,Drama,1997,5,5,0.225707
Commandments,Romance,1997,5,5,0.225707
Ripe,Drama,1996,4,4,0.773608
"Truth or Consequences, N.M.",Action,1997,15,5,2.26858
"Truth or Consequences, N.M.",Crime,1997,15,5,2.26858
"Truth or Consequences, N.M.",Drama,1997,15,5,2.26858
"Truth or Consequences, N.M.",Romance,1997,15,5,2.26858
"Truth or Consequences, N.M.",Thriller,1997,15,5,2.26858
The Turning,Drama,1992,0,0,0.129847
Warriors of Virtue,Fantasy,1997,9,4,0.719444
Warriors of Virtue,Family,1997,9,4,0.719444
Warriors of Virtue,Action,1997,9,4,0.719444
Fathers' Day,Comedy,1997,77,5,5.295556
Fathers' Day,Family,1997,77,5,5.295556
The Fifth Element,Adventure,1997,3962,7,24.30526
The Fifth Element,Fantasy,1997,3962,7,24.30526
The Fifth Element,Action,1997,3962,7,24.30526
The Fifth Element,Thriller,1997,3962,7,24.30526
The Fifth Element,Science Fiction,1997,3962,7,24.30526
Nowhere,Science Fiction,1997,27,6,3.324489
Nowhere,Drama,1997,27,6,3.324489
Nowhere,Comedy,1997,27,6,3.324489
Losing Chase,Drama,1996,6,3,0.901452
Losing Chase,Romance,1996,6,3,0.901452
Sprung,Comedy,1997,7,5,1.511388
Sprung,Romance,1997,7,5,1.511388
Le Bonheur,Drama,1965,21,7,0.792486
Le Bonheur,Romance,1965,21,7,0.792486
Love! Valour! Compassion!,Drama,1997,10,5,1.7442
Shall We Dance?,Music,1996,35,7,1.963402
Shall We Dance?,Comedy,1996,35,7,1.963402
Shall We Dance?,Drama,1996,35,7,1.963402
Shall We Dance?,Romance,1996,35,7,1.963402
The Second Jungle Book: Mowgli & Baloo,Adventure,1997,5,3,0.285487
The Second Jungle Book: Mowgli & Baloo,Family,1997,5,3,0.285487
Twin Town,Comedy,1997,29,6,1.651546
Twin Town,Drama,1997,29,6,1.651546
Addicted to Love,Comedy,1997,112,6,8.085194
Addicted to Love,Romance,1997,112,6,8.085194
Brassed Off,Comedy,1996,53,6,3.117071
Brassed Off,Romance,1996,53,6,3.117071
Brassed Off,Drama,1996,53,6,3.117071
The Lost World: Jurassic Park,Adventure,1997,2528,6,0.788123
The Lost World: Jurassic Park,Action,1997,2528,6,0.788123
The Lost World: Jurassic Park,Science Fiction,1997,2528,6,0.788123
Ponette,Drama,1996,11,7,0.409967
Ponette,Foreign,1996,11,7,0.409967
Schizopolis,Comedy,1996,22,6,2.438198
Shiloh,Drama,1996,17,5,2.89449
Shiloh,Family,1996,17,5,2.89449
The War at Home,Drama,1996,7,6,0.893464
Rough Magic,Comedy,1995,7,6,0.476919
Rough Magic,Drama,1995,7,6,0.476919
Rough Magic,Romance,1995,7,6,0.476919
Rough Magic,Fantasy,1995,7,6,0.476919
Trial and Error,Comedy,1997,17,5,2.683782
Trial and Error,Romance,1997,17,5,2.683782
Buddy,Adventure,1997,13,3,2.022706
Buddy,Comedy,1997,13,3,2.022706
Buddy,Family,1997,13,3,2.022706
Con Air,Action,1997,1289,6,11.545982
Con Air,Thriller,1997,1289,6,11.545982
Con Air,Crime,1997,1289,6,11.545982
The Pillow Book,Drama,1996,41,6,2.690319
The Pillow Book,Foreign,1996,41,6,2.690319
The Pillow Book,Romance,1996,41,6,2.690319
To Have (Or Not),Drama,1995,0,0,0.014329
To Have (Or Not),Romance,1995,0,0,0.014329
Speed 2: Cruise Control,Action,1997,439,4,11.268531
Speed 2: Cruise Control,Adventure,1997,439,4,11.268531
Speed 2: Cruise Control,Thriller,1997,439,4,11.268531
Squeeze,Crime,1997,1,6,0.321515
Squeeze,Drama,1997,1,6,0.321515
Sudden Manhattan,Comedy,1996,1,6,0.344303
Sudden Manhattan,Thriller,1996,1,6,0.344303
Wedding Bell Blues,Comedy,1996,2,5,0.886134
Wedding Bell Blues,Romance,1996,2,5,0.886134
Batman & Robin,Action,1997,1447,4,17.038824
Batman & Robin,Crime,1997,1447,4,17.038824
Batman & Robin,Fantasy,1997,1447,4,17.038824
Dream with the Fishes,Comedy,1997,10,7,0.684192
Roseanna's Grave,Comedy,1997,4,6,1.081043
Roseanna's Grave,Romance,1997,4,6,1.081043
Roseanna's Grave,Drama,1997,4,6,1.081043
Head Above Water,Comedy,1996,39,5,2.357791
Head Above Water,Thriller,1996,39,5,2.357791
Hercules,Animation,1997,1741,7,14.048694
Hercules,Family,1997,1741,7,14.048694
Hercules,Fantasy,1997,1741,7,14.048694
Hercules,Adventure,1997,1741,7,14.048694
Hercules,Comedy,1997,1741,7,14.048694
Hercules,Romance,1997,1741,7,14.048694
The Last Time I Committed Suicide,Drama,1997,7,6,1.380375
MURDER and murder,Drama,1996,2,8,0.076975
MURDER and murder,Romance,1996,2,8,0.076975
My Best Friend's Wedding,Comedy,1997,606,6,4.678572
My Best Friend's Wedding,Romance,1997,606,6,4.678572
Tetsuo II: Body Hammer,Science Fiction,1992,24,5,2.018292
Tetsuo II: Body Hammer,Horror,1992,24,5,2.018292
Tetsuo II: Body Hammer,Drama,1992,24,5,2.018292
Tetsuo II: Body Hammer,Thriller,1992,24,5,2.018292
When the Cat's Away,Comedy,1996,16,6,0.834917
Contempt,Drama,1963,138,7,7.543337
Face/Off,Action,1997,1612,6,11.467391
Face/Off,Crime,1997,1612,6,11.467391
Face/Off,Science Fiction,1997,1612,6,11.467391
Face/Off,Thriller,1997,1612,6,11.467391
Fall,Drama,1997,6,7,1.555954
Fall,Romance,1997,6,7,1.555954
Gabbeh,Drama,1996,6,7,1.052071
Gabbeh,Mystery,1996,6,7,1.052071
Gabbeh,Romance,1996,6,7,1.052071
Mondo,Drama,1995,3,7,0.311968
The Innocent Sleep,Thriller,1996,0,0,1.221766
For Ever Mozart,Drama,1996,3,8,0.413422
For Ever Mozart,Comedy,1996,3,8,0.413422
For Ever Mozart,War,1996,3,8,0.413422
Men in Black,Action,1997,4521,6,15.781024
Men in Black,Adventure,1997,4521,6,15.781024
Men in Black,Comedy,1997,4521,6,15.781024
Men in Black,Science Fiction,1997,4521,6,15.781024
Out to Sea,Comedy,1997,20,5,3.722389
Out to Sea,Romance,1997,20,5,3.722389
Wild America,Family,1997,28,5,7.477411
A Simple Wish,Adventure,1997,46,5,3.354869
A Simple Wish,Comedy,1997,46,5,3.354869
A Simple Wish,Family,1997,46,5,3.354869
A Simple Wish,Fantasy,1997,46,5,3.354869
Contact,Drama,1997,1338,7,14.374866
Contact,Science Fiction,1997,1338,7,14.374866
Contact,Mystery,1997,1338,7,14.374866
Love Serenade,Comedy,1996,4,6,0.881482
Love Serenade,Foreign,1996,4,6,0.881482
Love Serenade,Romance,1996,4,6,0.881482
G.I. Jane,Action,1997,404,6,9.37934
G.I. Jane,Drama,1997,404,6,9.37934
Conan the Barbarian,Adventure,1982,663,6,10.52008
Conan the Barbarian,Fantasy,1982,663,6,10.52008
Conan the Barbarian,Action,1982,663,6,10.52008
George of the Jungle,Adventure,1997,508,5,9.559685
George of the Jungle,Comedy,1997,508,5,9.559685
George of the Jungle,Family,1997,508,5,9.559685
George of the Jungle,Romance,1997,508,5,9.559685
Cop Land,Action,1997,384,6,9.15931
Cop Land,Crime,1997,384,6,9.15931
Cop Land,Drama,1997,384,6,9.15931
Event Horizon,Horror,1997,752,6,11.335072
Event Horizon,Science Fiction,1997,752,6,11.335072
Event Horizon,Mystery,1997,752,6,11.335072
Spawn,Action,1997,344,5,11.366417
Spawn,Adventure,1997,344,5,11.366417
Spawn,Fantasy,1997,344,5,11.366417
Spawn,Horror,1997,344,5,11.366417
Spawn,Science Fiction,1997,344,5,11.366417
Spawn,Thriller,1997,344,5,11.366417
Air Bud,Comedy,1997,108,5,9.407128
Air Bud,Family,1997,108,5,9.407128
Air Bud,Drama,1997,108,5,9.407128
Picture Perfect,Comedy,1997,114,5,4.347079
Picture Perfect,Romance,1997,114,5,4.347079
In the Company of Men,Comedy,1997,45,6,3.323672
In the Company of Men,Drama,1997,45,6,3.323672
Free Willy 3: The Rescue,Adventure,1997,76,5,6.107833
Career Girls,Drama,1997,15,7,3.459251
Conspiracy Theory,Action,1997,440,6,14.261798
Conspiracy Theory,Drama,1997,440,6,14.261798
Conspiracy Theory,Mystery,1997,440,6,14.261798
Conspiracy Theory,Thriller,1997,440,6,14.261798
Desperate Measures,Action,1998,60,5,3.713996
Desperate Measures,Drama,1998,60,5,3.713996
Desperate Measures,Thriller,1998,60,5,3.713996
Steel,Science Fiction,1997,49,4,2.890462
Steel,Action,1997,49,4,2.890462
Steel,Adventure,1997,49,4,2.890462
She's So Lovely,Drama,1997,26,5,2.314911
She's So Lovely,Romance,1997,26,5,2.314911
She's So Lovely,Thriller,1997,26,5,2.314911
Hoodlum,Crime,1997,33,6,2.384882
Hoodlum,Drama,1997,33,6,2.384882
Leave it to Beaver,Adventure,1997,20,5,1.635911
Leave it to Beaver,Comedy,1997,20,5,1.635911
Leave it to Beaver,Drama,1997,20,5,1.635911
Leave it to Beaver,Family,1997,20,5,1.635911
Mimic,Fantasy,1997,255,5,9.128905
Mimic,Horror,1997,255,5,9.128905
Mimic,Thriller,1997,255,5,9.128905
Money Talks,Action,1997,90,6,13.855037
Money Talks,Adventure,1997,90,6,13.855037
Money Talks,Comedy,1997,90,6,13.855037
Excess Baggage,Action,1997,56,5,3.714997
Excess Baggage,Comedy,1997,56,5,3.714997
Excess Baggage,Romance,1997,56,5,3.714997
Kull the Conqueror,Adventure,1997,39,5,3.324195
Kull the Conqueror,Fantasy,1997,39,5,3.324195
Kull the Conqueror,Action,1997,39,5,3.324195
Kull the Conqueror,Science Fiction,1997,39,5,3.324195
Air Force One,Action,1997,859,6,12.173291
Air Force One,Thriller,1997,859,6,12.173291
One Eight Seven,Drama,1997,141,6,6.476493
One Eight Seven,Thriller,1997,141,6,6.476493
The Hunt for Red October,Action,1990,971,7,15.91126
The Hunt for Red October,Adventure,1990,971,7,15.91126
The Hunt for Red October,Thriller,1990,971,7,15.91126
My Own Private Idaho,Drama,1991,218,7,7.289727
My Own Private Idaho,Romance,1991,218,7,7.289727
"Kiss Me, Guido",Comedy,1997,10,4,0.910655
Star Maps,Comedy,1997,3,5,0.725694
Star Maps,Drama,1997,3,5,0.725694
In & Out,Comedy,1997,181,6,9.949805
In & Out,Romance,1997,181,6,9.949805
The Edge,Action,1997,359,6,15.174973
The Edge,Adventure,1997,359,6,15.174973
The Edge,Drama,1997,359,6,15.174973
The Peacemaker,Action,1997,263,5,8.868114
The Peacemaker,Thriller,1997,263,5,8.868114
L.A. Confidential,Crime,1997,1340,7,10.989442
L.A. Confidential,Drama,1997,1340,7,10.989442
L.A. Confidential,Mystery,1997,1340,7,10.989442
L.A. Confidential,Thriller,1997,1340,7,10.989442
Seven Years in Tibet,Adventure,1997,644,7,11.483493
Seven Years in Tibet,Drama,1997,644,7,11.483493
Seven Years in Tibet,History,1997,644,7,11.483493
Kiss the Girls,Drama,1997,353,6,12.235391
Kiss the Girls,Mystery,1997,353,6,12.235391
Kiss the Girls,Thriller,1997,353,6,12.235391
Kiss the Girls,Crime,1997,353,6,12.235391
Soul Food,Comedy,1997,19,6,2.647781
Soul Food,Drama,1997,19,6,2.647781
Kicked in the Head,Comedy,1997,1,5,0.07992
Kicked in the Head,Crime,1997,1,5,0.07992
Kicked in the Head,Drama,1997,1,5,0.07992
Kicked in the Head,Romance,1997,1,5,0.07992
Wishmaster,Horror,1997,114,5,5.215107
A Thousand Acres,Drama,1997,11,5,0.82942
The Game,Drama,1997,1556,7,14.825587
The Game,Thriller,1997,1556,7,14.825587
The Game,Mystery,1997,1556,7,14.825587
Fire Down Below,Action,1997,91,5,7.83099
Fire Down Below,Adventure,1997,91,5,7.83099
Fire Down Below,Crime,1997,91,5,7.83099
Fire Down Below,Thriller,1997,91,5,7.83099
U Turn,Thriller,1997,185,6,7.923639
The Locusts,Drama,1997,3,3,0.53204
The Locusts,Romance,1997,3,3,0.53204
The Matchmaker,Comedy,1997,18,6,3.742915
The Matchmaker,Romance,1997,18,6,3.742915
The Assignment,Thriller,1997,41,6,4.233187
The Assignment,Action,1997,41,6,4.233187
The Assignment,Crime,1997,41,6,4.233187
A Smile Like Yours,Comedy,1997,6,3,2.507368
A Smile Like Yours,Romance,1997,6,3,2.507368
Ulee's Gold,Drama,1997,19,6,1.138972
The Ice Storm,Drama,1997,181,6,7.146352
Stag,Thriller,1997,6,5,0.854723
Chasing Amy,Comedy,1997,441,6,12.311564
Chasing Amy,Drama,1997,441,6,12.311564
Chasing Amy,Romance,1997,441,6,12.311564
Def Jam's How to Be a Player,Comedy,1997,9,5,0.883889
Def Jam's How to Be a Player,Romance,1997,9,5,0.883889
The Full Monty,Comedy,1997,372,6,8.333322
Alive and Kicking,Comedy,1996,1,0,0.873828
Alive and Kicking,Drama,1996,1,0,0.873828
Mrs Brown,Drama,1997,45,6,3.883913
Mrs Brown,History,1997,45,6,3.883913
Mrs Brown,Romance,1997,45,6,3.883913
I Know What You Did Last Summer,Horror,1997,698,5,7.417157
I Know What You Did Last Summer,Thriller,1997,698,5,7.417157
I Know What You Did Last Summer,Mystery,1997,698,5,7.417157
The Devil's Advocate,Drama,1997,1414,7,10.920124
The Devil's Advocate,Horror,1997,1414,7,10.920124
The Devil's Advocate,Mystery,1997,1414,7,10.920124
The Devil's Advocate,Thriller,1997,1414,7,10.920124
RocketMan,Comedy,1997,36,5,5.345663
RocketMan,Family,1997,36,5,5.345663
RocketMan,Science Fiction,1997,36,5,5.345663
Playing God,Drama,1997,26,5,9.657642
Playing God,Action,1997,26,5,9.657642
Playing God,Thriller,1997,26,5,9.657642
Playing God,Crime,1997,26,5,9.657642
The House of Yes,Comedy,1997,30,6,3.974374
The House of Yes,Drama,1997,30,6,3.974374
"Fast, Cheap & Out of Control",Documentary,1997,8,8,2.117703
Washington Square,Drama,1997,5,7,1.301573
Washington Square,Romance,1997,5,7,1.301573
Telling Lies In America,Music,1997,6,6,1.886677
Telling Lies In America,Drama,1997,6,6,1.886677
Year of the Horse,Documentary,1997,3,3,0.405805
Year of the Horse,Music,1997,3,3,0.405805
Gattaca,Thriller,1997,1846,7,12.89312
Gattaca,Science Fiction,1997,1846,7,12.89312
Gattaca,Mystery,1997,1846,7,12.89312
Gattaca,Romance,1997,1846,7,12.89312
FairyTale: A True Story,Fantasy,1997,25,6,3.553746
FairyTale: A True Story,Drama,1997,25,6,3.553746
FairyTale: A True Story,Mystery,1997,25,6,3.553746
FairyTale: A True Story,Family,1997,25,6,3.553746
Phantoms,Horror,1998,110,5,10.754614
Phantoms,Science Fiction,1998,110,5,10.754614
Phantoms,Thriller,1998,110,5,10.754614
Swept from the Sea,Drama,1998,12,6,9.688237
Swept from the Sea,Romance,1998,12,6,9.688237
Wonderland,Documentary,1997,0,0,0.002635
A Life Less Ordinary,Fantasy,1997,130,6,15.996171
A Life Less Ordinary,Drama,1997,130,6,15.996171
A Life Less Ordinary,Comedy,1997,130,6,15.996171
A Life Less Ordinary,Thriller,1997,130,6,15.996171
A Life Less Ordinary,Science Fiction,1997,130,6,15.996171
A Life Less Ordinary,Romance,1997,130,6,15.996171
Hurricane Streets,Romance,1997,4,4,0.629699
Hurricane Streets,Crime,1997,4,4,0.629699
Hurricane Streets,Drama,1997,4,4,0.629699
Eve's Bayou,Drama,1997,29,6,1.461772
Switchback,Action,1997,52,5,3.742824
Switchback,Adventure,1997,52,5,3.742824
Switchback,Mystery,1997,52,5,3.742824
Switchback,Thriller,1997,52,5,3.742824
Gang Related,Action,1997,32,6,2.592927
Gang Related,Drama,1997,32,6,2.592927
Stripes,Action,1981,253,6,11.341505
Stripes,Comedy,1981,253,6,11.341505
Nenette and Boni,Drama,1997,7,8,0.551124
Bean,Comedy,1997,602,6,12.799853
Hugo Pool,Comedy,1997,16,5,2.44908
Hugo Pool,Romance,1997,16,5,2.44908
Mad City,Action,1997,81,5,4.909738
Mad City,Drama,1997,81,5,4.909738
Mad City,Thriller,1997,81,5,4.909738
One Night Stand,Drama,1997,24,5,2.818802
The Tango Lesson,Drama,1997,5,6,0.192391
The Tango Lesson,Music,1997,5,6,0.192391
The Tango Lesson,Romance,1997,5,6,0.192391
The Tango Lesson,Foreign,1997,5,6,0.192391
Welcome to Sarajevo,War,1997,22,6,7.999793
Welcome to Sarajevo,Drama,1997,22,6,7.999793
Welcome to Sarajevo,History,1997,22,6,7.999793
Deceiver,Mystery,1997,16,6,2.833853
Deceiver,Crime,1997,16,6,2.833853
Deceiver,Drama,1997,16,6,2.833853
Deceiver,Thriller,1997,16,6,2.833853
The Rainmaker,Drama,1997,239,6,6.683398
The Rainmaker,Crime,1997,239,6,6.683398
The Rainmaker,Thriller,1997,239,6,6.683398
Boogie Nights,Drama,1997,812,7,7.595679
Witness,Crime,1985,390,7,10.312017
Witness,Drama,1985,390,7,10.312017
Witness,Romance,1985,390,7,10.312017
Witness,Thriller,1985,390,7,10.312017
Incognito,Crime,1997,7,6,0.961088
Incognito,Thriller,1997,7,6,0.961088
Starship Troopers,Adventure,1997,1584,6,14.412644
Starship Troopers,Action,1997,1584,6,14.412644
Starship Troopers,Thriller,1997,1584,6,14.412644
Starship Troopers,Science Fiction,1997,1584,6,14.412644
Critical Care,Comedy,1997,9,6,2.287762
Critical Care,Drama,1997,9,6,2.287762
The Joy Luck Club,Drama,1993,34,7,3.01386
Chairman of the Board,Comedy,1998,13,2,1.422904
Sliding Doors,Comedy,1998,363,6,9.7866
Sliding Doors,Drama,1998,363,6,9.7866
Sliding Doors,Fantasy,1998,363,6,9.7866
Sliding Doors,Romance,1998,363,6,9.7866
Mortal Kombat: Annihilation,Action,1997,225,3,6.532498
Mortal Kombat: Annihilation,Fantasy,1997,225,3,6.532498
Mortal Kombat: Annihilation,Science Fiction,1997,225,3,6.532498
The Truman Show,Comedy,1998,4702,7,13.155901
The Truman Show,Drama,1998,4702,7,13.155901
The Wings of the Dove,Drama,1997,34,6,3.377578
The Wings of the Dove,Romance,1997,34,6,3.377578
Mrs. Dalloway,Drama,1997,7,5,1.335544
Mrs. Dalloway,Romance,1997,7,5,1.335544
"I Love You, I Love You Not",Drama,1996,10,5,0.380405
"I Love You, I Love You Not",Family,1996,10,5,0.380405
"I Love You, I Love You Not",Romance,1996,10,5,0.380405
Red Corner,Crime,1997,79,5,3.288944
Red Corner,Drama,1997,79,5,3.288944
Red Corner,Thriller,1997,79,5,3.288944
The Jackal,Action,1997,536,6,11.131917
The Jackal,Thriller,1997,536,6,11.131917
The Jackal,Adventure,1997,536,6,11.131917
The Jackal,Crime,1997,536,6,11.131917
Anastasia,Animation,1997,1481,7,11.911173
Anastasia,Family,1997,1481,7,11.911173
The Man Who Knew Too Little,Comedy,1997,126,6,4.827771
The Man Who Knew Too Little,Thriller,1997,126,6,4.827771
The Man Who Knew Too Little,Crime,1997,126,6,4.827771
The Man Who Knew Too Little,Action,1997,126,6,4.827771
Alien: Resurrection,Science Fiction,1997,1388,5,15.57784
Alien: Resurrection,Horror,1997,1388,5,15.57784
Alien: Resurrection,Action,1997,1388,5,15.57784
Alien Escape,Horror,1996,2,4,0.106499
Alien Escape,Science Fiction,1996,2,4,0.106499
Amistad,Drama,1997,324,6,2.263584
Amistad,History,1997,324,6,2.263584
Amistad,Mystery,1997,324,6,2.263584
The Apostle,Drama,1997,39,6,9.21174
Artemisia,Drama,1997,10,6,0.989115
Artemisia,History,1997,10,6,0.989115
Bent,Drama,1997,34,6,3.546605
Bent,History,1997,34,6,3.546605
Bent,Romance,1997,34,6,3.546605
Bang,Drama,1995,1,6,0.679528
The Boys,Comedy,1997,7,5,0.530702
The Butcher Boy,Comedy,1997,36,6,7.801199
The Butcher Boy,Drama,1997,36,6,7.801199
Deconstructing Harry,Comedy,1997,188,7,6.280515
Deconstructing Harry,Drama,1997,188,7,6.280515
Flubber,Comedy,1997,707,5,7.016942
Flubber,Family,1997,707,5,7.016942
Flubber,Science Fiction,1997,707,5,7.016942
For Richer or Poorer,Comedy,1997,43,5,8.412203
Good Will Hunting,Drama,1997,2880,7,15.064833
Home Alone 3,Comedy,1997,632,5,8.04209
Home Alone 3,Family,1997,632,5,8.04209
Ill Gotten Gains,Drama,1997,0,0,0.001178
Man of Her Dreams,Horror,1997,0,0,0.79822
Man of Her Dreams,Drama,1997,0,0,0.79822
Midnight in the Garden of Good and Evil,Crime,1997,161,6,5.145907
Midnight in the Garden of Good and Evil,Drama,1997,161,6,5.145907
Midnight in the Garden of Good and Evil,Mystery,1997,161,6,5.145907
Midnight in the Garden of Good and Evil,Thriller,1997,161,6,5.145907
MouseHunt,Comedy,1997,297,6,6.456233
MouseHunt,Family,1997,297,6,6.456233
Office Killer,Comedy,1997,14,5,0.582559
Office Killer,Horror,1997,14,5,0.582559
Office Killer,Thriller,1997,14,5,0.582559
Other Voices Other Rooms,Drama,1995,1,10,0.03668
Scream 2,Horror,1997,856,6,11.264845
Scream 2,Mystery,1997,856,6,11.264845
Stranger in the House,Thriller,1997,0,0,0.127077
The Sweet Hereafter,Drama,1997,108,6,6.002992
Time Tracers,Science Fiction,1997,0,0,0.001247
Titanic,Drama,1997,7770,7,26.88907
Titanic,Romance,1997,7770,7,26.88907
Titanic,Thriller,1997,7770,7,26.88907
Tomorrow Never Dies,Adventure,1997,941,6,17.159576
Tomorrow Never Dies,Action,1997,941,6,17.159576
Tomorrow Never Dies,Thriller,1997,941,6,17.159576
Twisted,Drama,1996,1,4,0.516097
Full Speed,Romance,1996,4,6,0.384033
Full Speed,Drama,1996,4,6,0.384033
The Education of Little Tree,Drama,1997,0,0,0.007123
The Postman,Drama,1997,306,6,6.537407
The Postman,Adventure,1997,306,6,6.537407
The Horse Whisperer,Drama,1998,296,6,7.685548
The Horse Whisperer,Romance,1998,296,6,7.685548
The Winter Guest,Drama,1997,10,6,0.923637
Jackie Brown,Comedy,1997,1580,7,16.415498
Jackie Brown,Crime,1997,1580,7,16.415498
Jackie Brown,Romance,1997,1580,7,16.415498
Kundun,Drama,1997,92,6,5.01752
Mr. Magoo,Comedy,1997,75,3,9.474269
Mr. Magoo,Family,1997,75,3,9.474269
The Big Lebowski,Comedy,1998,3001,7,15.952524
The Big Lebowski,Crime,1998,3001,7,15.952524
Afterglow,Drama,1997,5,7,1.426289
Afterglow,Romance,1997,5,7,1.426289
Afterglow,Comedy,1997,5,7,1.426289
My Life in Pink,Drama,1997,28,7,3.237812
My Life in Pink,Comedy,1997,28,7,3.237812
Great Expectations,Comedy,1998,131,6,9.941228
Great Expectations,Drama,1998,131,6,9.941228
Great Expectations,Romance,1998,131,6,9.941228
3 Ninjas: High Noon at Mega Mountain,Action,1998,38,3,3.014082
3 Ninjas: High Noon at Mega Mountain,Comedy,1998,38,3,3.014082
3 Ninjas: High Noon at Mega Mountain,Family,1998,38,3,3.014082
Men of Means,Drama,1999,0,0,0.022078
Men of Means,Action,1999,0,0,0.022078
Caught Up,Drama,1998,4,4,5.824019
Caught Up,Thriller,1998,4,4,5.824019
Caught Up,Crime,1998,4,4,5.824019
Firestorm,Action,1998,17,4,1.537212
Firestorm,Adventure,1998,17,4,1.537212
Firestorm,Thriller,1998,17,4,1.537212
Senseless,Comedy,1998,76,5,6.253164
Senseless,Romance,1998,76,5,6.253164
Wag the Dog,Comedy,1997,273,6,7.603652
Wag the Dog,Drama,1997,273,6,7.603652
Dark City,Mystery,1998,838,7,12.851984
Dark City,Science Fiction,1998,838,7,12.851984
The Leading Man,Thriller,1996,0,0,0.004686
The Leading Man,Drama,1996,0,0,0.004686
The Leading Man,Romance,1996,0,0,0.004686
Star Kid,Action,1997,16,4,1.079117
Star Kid,Adventure,1997,16,4,1.079117
Star Kid,Family,1997,16,4,1.079117
Star Kid,Science Fiction,1997,16,4,1.079117
Hard Rain,Thriller,1998,181,5,6.363405
Half Baked,Comedy,1998,179,6,7.022548
Half Baked,Crime,1998,179,6,7.022548
Fallen,Thriller,1998,346,6,6.381612
Fallen,Fantasy,1998,346,6,6.381612
Fallen,Crime,1998,346,6,6.381612
Fallen,Drama,1998,346,6,6.381612
Shooting Fish,Crime,1997,23,7,1.631288
Shooting Fish,Comedy,1997,23,7,1.631288
Shooting Fish,Romance,1997,23,7,1.631288
The Prophecy II,Fantasy,1998,49,5,7.747663
The Prophecy II,Horror,1998,49,5,7.747663
The Prophecy II,Thriller,1998,49,5,7.747663
Fallen Angels,Drama,1995,113,7,5.470351
Fallen Angels,Action,1995,113,7,5.470351
Fallen Angels,Romance,1995,113,7,5.470351
Four Days in September,Action,1997,22,7,1.791965
Four Days in September,Drama,1997,22,7,1.791965
Four Days in September,Foreign,1997,22,7,1.791965
Four Days in September,History,1997,22,7,1.791965
Four Days in September,Thriller,1997,22,7,1.791965
Spice World,Adventure,1997,124,4,4.257516
Spice World,Fantasy,1997,124,4,4.257516
Spice World,Drama,1997,124,4,4.257516
Spice World,Comedy,1997,124,4,4.257516
Spice World,Music,1997,124,4,4.257516
Deep Rising,Adventure,1998,155,6,6.922458
Deep Rising,Action,1998,155,6,6.922458
Deep Rising,Horror,1998,155,6,6.922458
Deep Rising,Science Fiction,1998,155,6,6.922458
Tainted,Thriller,1998,2,5,0.076396
Tainted,Comedy,1998,2,5,0.076396
A Letter from Death Row,Drama,1998,1,2,0.152449
A Letter from Death Row,Crime,1998,1,2,0.152449
A Letter from Death Row,Mystery,1998,1,2,0.152449
Music from Another Room,Comedy,1998,14,5,1.131018
Music from Another Room,Drama,1998,14,5,1.131018
Music from Another Room,Romance,1998,14,5,1.131018
Mother and Son,Drama,1997,14,7,1.046963
The Replacement Killers,Action,1998,128,6,9.384887
The Replacement Killers,Drama,1998,128,6,9.384887
The Replacement Killers,Crime,1998,128,6,9.384887
The Replacement Killers,Thriller,1998,128,6,9.384887
B. Monkey,Romance,1998,14,5,2.399824
B. Monkey,Crime,1998,14,5,2.399824
B. Monkey,Drama,1998,14,5,2.399824
The Night Flier,Mystery,1997,60,5,7.146514
The Night Flier,Horror,1997,60,5,7.146514
The Night Flier,Fantasy,1997,60,5,7.146514
Blues Brothers 2000,Music,1998,166,5,13.162168
Blues Brothers 2000,Action,1998,166,5,13.162168
Blues Brothers 2000,Comedy,1998,166,5,13.162168
Blues Brothers 2000,Crime,1998,166,5,13.162168
Tokyo Fist,Romance,1995,29,6,1.673946
Tokyo Fist,Action,1995,29,6,1.673946
Tokyo Fist,Drama,1995,29,6,1.673946
Tokyo Fist,Thriller,1995,29,6,1.673946
Ride,Comedy,1998,4,6,0.987366
The Wedding Singer,Romance,1998,603,6,8.884035
The Wedding Singer,Comedy,1998,603,6,8.884035
Sphere,Science Fiction,1998,483,5,7.124735
Ayn Rand: A Sense of Life,Documentary,1998,3,7,0.13785
A Further Gesture,Drama,1997,0,0,0.814147
A Further Gesture,Thriller,1997,0,0,0.814147
A Further Gesture,Romance,1997,0,0,0.814147
Little City,Comedy,1997,1,6,0.036814
Little City,Romance,1997,1,6,0.036814
Palmetto,Mystery,1998,29,5,4.475177
Palmetto,Thriller,1998,29,5,4.475177
Palmetto,Drama,1998,29,5,4.475177
Palmetto,Romance,1998,29,5,4.475177
Palmetto,Crime,1998,29,5,4.475177
As Good as It Gets,Comedy,1997,946,7,9.374049
As Good as It Gets,Romance,1997,946,7,9.374049
King of New York,Thriller,1990,130,6,11.230031
King of New York,Crime,1990,130,6,11.230031
A Paralyzing Fear: The Story of Polio in America,Documentary,1998,0,0,0.001188
Men with Guns,Drama,1998,0,0,0.004075
Men with Guns,Crime,1998,0,0,0.004075
Twilight,Drama,1998,36,6,9.468224
Twilight,Crime,1998,36,6,9.468224
Twilight,Mystery,1998,36,6,9.468224
Twilight,Thriller,1998,36,6,9.468224
U.S. Marshals,Thriller,1998,383,6,8.462364
U.S. Marshals,Crime,1998,383,6,8.462364
